,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,HUNVFlag,LowIncomeTracts,PovertyRate,LATracts10,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10
2757,1320,419,0,183,0,0,4.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,5250,2098,0,0,1,0,19.6,1,5220.310677,0.9943448909999999,2089.765249,0.39805052399999996,1194.289357,0.227483687,1024.119136,0.195070312,3776.9337659999997,0.719415955,14.74437452,0.002808452,14.99999997,0.002857143,12.99999977,0.00247619,80.99978155,0.01542853,1319.632746,0.25135861800000003,2403.8905579999996,0.457883916,152.7545704,0.07280961400000001,275.05954560000004
2760,2420,986,0,0,0,1,20.8,0,6.90220203,0.00285215,2.81524419,0.0011633239999999999,0.695385307,0.000287349,2.8094283489999996,0.001160921,6.478327843,0.002676995,0.165989894,6.85909e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.257884438,0.00010656399999999999,2.031651841,0.000839526,0.24820690399999998,0.000251731,0.469259163
2761,1997,729,0,0,0,1,19.7,1,1994.152493,0.998574107,1111.802937,0.556736573,513.0000034,0.25688533,375.101659,0.187832578,1313.0000029999999,0.657486231,3.0,0.0015022529999999998,4.00000013,0.002003005,0.0,0.0,42.00000074,0.021031547999999997,632.1524931,0.316551073,1265.15249,0.633526535,66.80098367,0.09163372199999999,219.88818450000002
2762,6041,1562,0,222,1,1,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,2730,683,0,7,1,1,49.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2764,8497,2660,0,10,1,1,25.0,1,3019.369023,0.355345301,1941.8913539999999,0.228538467,945.1432169999999,0.11123257800000001,312.82280099999997,0.036815676,1505.188355,0.17714350399999998,52.28691718,0.006153574,30.432487,0.003581557,5.000000149,0.000588443,383.72995710000004,0.04516064,1042.731299,0.122717583,1377.413329,0.162105841,74.63219592,0.028057217000000002,136.49903380000003
2765,3213,1482,0,16,0,0,14.7,1,3212.7889170000003,0.999934304,1102.4781619999999,0.34313045799999997,528.0000008000001,0.1643324,879.9296395,0.27386543399999996,2941.788918,0.915589455,9.000000194,0.0028011209999999997,14.00000041,0.004357299,0.0,0.0,36.99999971,0.011515717,211.0000005,0.06567071299999999,750.9999978999999,0.23373793899999998,48.42480269,0.032675305,75.11846571
2766,2593,1163,0,100,0,0,6.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2768,9945,3076,0,3,0,0,16.0,0,56.93987525,0.005725478000000001,29.09612307,0.0029257040000000003,6.9158917529999995,0.000695414,13.83328358,0.0013909789999999999,43.90334529,0.004414615,0.0,0.0,2.00000006,0.000201106,0.0,0.0,0.0,0.0,11.03652963,0.001109757,24.3769235,0.002451174,1.206573391,0.00039225400000000003,3.481649159
2775,8054,3186,0,22,1,0,15.0,0,259.598439,0.032232237000000004,81.69985656,0.01014401,47.52720048,0.005901068000000001,61.18419653,0.007596746999999999,242.76952409999998,0.030142727,0.539607407,6.699869999999999e-05,2.623090083,0.000325688,0.0,0.0,3.9560820480000003,0.000491195,9.710137626,0.001205629,23.73829072,0.0029473909999999997,3.63600715,0.001141245,10.43209445
2777,7277,2761,0,0,0,1,25.4,1,2703.93524,0.371572797,1479.7241119999999,0.20334260199999998,689.7907962,0.094790545,356.73303300000003,0.049021992,2136.265069,0.293563978,27.00000013,0.00371032,12.886142,0.001770804,0.999999955,0.000137419,35.30238079,0.0048512270000000005,491.4816381,0.06753904599999999,751.0283777000001,0.103205769,27.71097912,0.010036573,184.527623
2778,5207,2253,0,709,1,1,23.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785,5309,2514,0,0,0,0,11.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2788,4410,1971,0,25,0,1,20.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2789,3972,1715,0,8,0,1,13.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2791,3308,1638,0,3,1,0,13.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2797,6623,2809,0,25,0,0,11.2,1,967.3932038999999,0.146065711,294.4881085,0.044464458,208.1449544,0.031427593999999996,174.755947,0.026386222,904.9283182,0.13663420199999998,10.13052765,0.0015295979999999999,0.0,0.0,0.0,0.0,9.554089312,0.001442562,42.78026746,0.0064593490000000005,94.99285003,0.014342873,9.65101064,0.003435746,10.15282605
2798,2138,813,0,0,0,0,2.8,0,8.396343496,0.003927195,2.496116947,0.001167501,1.427153417,0.0006675180000000001,1.171454564,0.0005479209999999999,7.615373732999999,0.003561915,0.0,0.0,0.0,0.0,0.0,0.0,0.390484861,0.00018264,0.390484861,0.00018264,0.0,0.0,0.0,0.0,0.052237596
2799,2500,1134,0,6,0,1,11.2,1,1233.999984,0.49359999299999996,436.2681346,0.17450725399999997,194.9999995,0.078,371.9999967,0.14879999900000002,1142.999988,0.457199995,12.9999999,0.0052,5.000000013,0.002,0.0,0.0,15.99999973,0.0064,56.9999993,0.0228,103.99999940000001,0.0416,0.0,0.0,86.38948327
2800,3496,1727,0,27,0,0,14.3,1,1515.410295,0.433469764,486.6322223,0.13919686,125.7889166,0.035980811,688.8529342,0.197040313,1435.9729810000001,0.41074742,1.919908324,0.000549173,5.392453527000001,0.001542464,0.9999999690000001,0.000286041,19.33633692,0.005530989,51.78862991,0.014813681,70.12407118,0.020058373,4.708962453,0.0027266720000000003,113.50807160000001
2801,3630,1729,0,1,0,1,20.3,1,2849.0488100000002,0.7848619309999999,1108.3522970000001,0.305331211,353.5010067,0.09738319699999999,967.7483882000001,0.266597352,2633.42573,0.7254616340000001,17.00000005,0.004683196,6.000000099999999,0.001652893,2.000000069,0.000550964,30.00000024,0.008264463,160.6230741,0.044248780999999994,373.2538012,0.102824739,27.34813324,0.015817312,174.72794309999998
2802,6550,2758,0,120,1,0,17.8,1,4563.375776,0.6966985920000001,1883.279395,0.287523572,839.0133703,0.128093644,986.46463,0.150605287,4244.490390999999,0.6480138000000001,33.92575532,0.005179505,6.5101073110000005,0.00099391,0.0,0.0,60.00078614,0.009160425,218.4487176,0.033350949,372.6907641,0.056899353,212.6965873,0.077119865,371.29243419999995
2804,3918,1537,0,17,0,1,29.2,0,24.29512749,0.0062009,13.40760247,0.003422053,3.088616004,0.0007883139999999999,1.659759025,0.000423624,20.97560945,0.0053536519999999995,1.106505982,0.00028241599999999996,1.106505982,0.00028241599999999996,0.0,0.0,1.106505982,0.00028241599999999996,0.0,0.0,2.766264904,0.00070604,0.0,0.0,1.715109925
2805,5846,2432,0,40,1,0,19.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2806,5779,2536,0,8,0,0,7.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2808,2661,1341,0,103,0,0,9.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2809,3234,1666,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811,14010,5786,0,5,0,0,7.3,0,61.76711468,0.004408788,15.43854334,0.001101966,17.15861629,0.0012247410000000001,9.487600128,0.000677202,61.08147013,0.0043598479999999995,0.0,0.0,0.33929447100000004,2.4218e-05,0.0,0.0,0.000519112,3.7053e-08,0.345830765,2.46846e-05,1.3592836769999999,9.70224e-05,0.165864273,2.86665e-05,2.561450933
2816,2349,1104,0,0,0,1,45.8,1,2330.4758269999998,0.992114017,1427.746474,0.607810334,394.81950770000003,0.168079824,528.6657223,0.225059907,1998.042545,0.850592824,14.0,0.005959983,8.999999879,0.003831418,0.0,0.0,69.62469886,0.029640144,239.8085784,0.10208964599999999,418.5165919,0.178167983,73.59886559,0.066665639,284.5838455
2843,6935,1904,0,257,0,0,10.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2844,1453,472,0,0,0,1,21.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,1426,567,0,0,0,1,40.9,1,812.1140719,0.569504959,639.3238418999999,0.44833369,251.0000011,0.176016831,99.00000077,0.069424965,638.1140704,0.447485323,31.00000008,0.02173913,16.00000005,0.011220196000000002,0.0,0.0,0.0,0.0,127.0000008,0.089060309,165.0000002,0.115708275,0.0,0.0,80.41301574
2846,1967,675,0,0,0,1,28.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2849,2143,681,0,19,0,0,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2856,4071,1694,0,3,0,1,12.4,0,1.9897670619999999,0.000488766,0.619541115,0.000152184,0.5969301370000001,0.00014663,0.19897670899999997,4.88766e-05,1.790790417,0.00043989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19897670899999997,4.88766e-05,0.5969301370000001,0.00014663,0.0,0.0,0.08476692400000001
2857,1646,623,0,0,0,1,16.7,1,762.1424071,0.463026979,391.5835126,0.23790006800000002,205.51263569999998,0.124855793,106.97856909999999,0.064993055,520.0940433000001,0.31597451,2.556920119,0.001553414,1.000000004,0.000607533,0.0,0.0,8.542076713,0.005189597,229.9493688,0.139701925,446.4518296,0.271234404,4.277804959,0.006866461,31.65575677
2861,2185,633,0,3,0,1,41.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,8316,1737,0,2404,0,0,15.6,0,0.28327091,3.40634e-05,0.28327091,3.40634e-05,0.09997796800000001,1.20224e-05,0.0,0.0,0.28327091,3.40634e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066651978,8.01491e-06,0.0,0.0,0.012190593999999999
2867,1467,486,0,55,0,1,11.6,1,1466.999987,0.9999999909999999,963.1052581,0.656513468,449.9999991,0.306748466,151.9999999,0.103612815,1025.0,0.69870484,41.99999947,0.028629856000000002,21.99999989,0.014996592,0.0,0.0,7.999999921000001,0.005453306,369.9999987,0.252215405,776.9999986,0.529652351,5.464788766,0.011244421000000001,50.951612700000005
2868,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2870,502,0,1,502,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2872,1435,661,0,0,0,0,9.1,0,452.0925422,0.315047068,65.95219709,0.045959719,87.75983526,0.06115668,77.99770326,0.0543538,347.4351749,0.242115104,96.35627003,0.067147227,0.0,0.0,0.0,0.0,1.000000026,0.000696864,7.301098572000001,0.005087874,2.58885815,0.001804082,2.312900778,0.003499093,15.78298889
2873,1643,714,0,0,0,0,12.5,0,193.1436132,0.117555455,66.15912109,0.040267267999999995,31.18286346,0.018979223,53.92167348,0.032819034,191.0901825,0.11630565,0.020810033999999998,1.2665899999999998e-05,0.0,0.0,0.0,0.0,0.032620624,1.98543e-05,1.999999979,0.001217285,1.999999979,0.001217285,4.611452496,0.006458617,6.633478619
2877,1747,715,0,133,0,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2879,1424,625,0,0,0,0,15.5,1,1198.831768,0.841876242,426.64544630000006,0.299610566,242.870477,0.17055511,228.690013,0.160596919,1048.882448,0.736574753,116.1762317,0.081584432,2.000000038,0.0014044939999999998,0.0,0.0,1.999999981,0.0014044939999999998,29.77308904,0.020908068000000002,23.2485901,0.016326257,4.9429030880000004,0.007908645,72.35688268
2880,1928,775,0,0,0,1,23.1,1,1470.443658,0.7626782459999999,838.7235747999999,0.435022601,355.5467124,0.184412195,229.26159040000002,0.11891161300000001,749.2936256,0.38863777299999996,620.0165177,0.32158533100000003,1.000000029,0.000518672,0.0,0.0,1.999999955,0.001037344,98.13351525,0.050899125999999996,96.11944793,0.049854485,39.369142100000005,0.050798893,125.7961851
2881,2694,1048,0,0,0,0,13.6,0,287.4279278,0.106691881,149.39913069999997,0.055456247,65.4875395,0.024308664,55.66572776,0.020662853999999998,241.53800750000002,0.089657761,20.93113106,0.007769536,0.0,0.0,0.0,0.0,7.788104727,0.0028909070000000003,17.17068484,0.0063736769999999995,13.59123194,0.0050450009999999995,13.04601112,0.012448484,25.35180083
2882,4982,1891,0,130,0,1,24.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2883,1801,751,0,0,0,1,20.1,1,910.5543759999999,0.505582663,465.5202296,0.25847875,210.33287990000002,0.11678671800000001,167.7339679,0.09313379699999999,403.30046219999997,0.22393140600000003,475.99999800000006,0.264297611,0.0,0.0,0.0,0.0,1.00000003,0.0005552469999999999,30.25391388,0.016798397,33.99999999,0.018878401,61.50143781,0.081892727,37.88998979
2886,1911,786,0,0,0,0,9.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2890,3285,1403,0,338,1,0,14.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2891,4962,2161,0,2,0,0,13.7,0,479.16270999999995,0.09656644699999999,268.2949108,0.054069913,86.39603646,0.017411535,100.3331943,0.020220313,466.8617192,0.09408740800000001,0.0,0.0,1.192058241,0.000240237,0.0,0.0,3.728080266,0.0007513260000000001,7.380847325,0.001487474,2.816532418,0.00056762,26.16839956,0.012109393999999999,22.49758698
2892,3816,1757,0,0,0,0,13.1,0,33.03965099,0.008658189,11.38933533,0.002984627,4.65414661,0.00121964,8.29028616,0.002172507,31.87800266,0.008353774,0.0,0.0,0.0,0.0,0.0,0.0,0.272517959,7.14146e-05,0.8891304879999999,0.000233001,1.090071837,0.000285658,0.0,0.0,1.6083754940000001
2893,3445,1594,0,0,0,1,21.9,0,269.9400679,0.078357059,153.58153869999998,0.044580998,43.45950661,0.012615241000000001,66.56602479,0.019322504,254.57652830000004,0.07389739599999999,0.0,0.0,1.063238781,0.000308632,0.0,0.0,0.087398931,2.53698e-05,14.21290105,0.004125661,1.114091225,0.000323394,0.0,0.0,17.02257843
2894,6097,2825,0,0,0,0,11.6,0,33.34980584,0.005469870999999999,17.85515942,0.002928516,4.7195142180000005,0.000774072,9.60802968,0.0015758620000000001,33.34980584,0.005469870999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0692333339999998
2895,5658,2380,0,96,0,1,16.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896,5952,2106,0,0,0,0,16.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2897,5647,2015,0,27,0,0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2898,4074,1499,0,5,0,0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,2941,1151,0,0,0,0,9.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2917,4985,1957,0,0,0,0,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2923,4482,1853,0,55,0,0,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925,6443,2314,0,0,0,0,10.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2926,5167,1919,0,1,0,1,23.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2927,6947,2479,0,46,0,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2932,6518,2363,0,0,0,0,12.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2933,4597,1628,0,29,0,0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934,4227,1730,0,0,0,0,10.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2937,7382,2689,0,83,0,0,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938,4395,1526,0,45,0,0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2939,3476,1264,0,0,0,0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,2035,882,0,0,0,0,9.8,0,19.94586974,0.00980141,3.267871622,0.001605834,1.9263098719999998,0.00094659,7.847309191,0.003856172,19.79850662,0.009728996,0.0,0.0,0.0,0.0,0.0,0.0,0.14736328199999998,7.24144e-05,0.0,0.0,0.0,0.0,0.7265729540000001,0.000823779,0.43906832
2942,4340,1779,0,0,0,0,10.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2943,4955,1646,0,0,0,1,24.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,2468,1067,0,0,0,0,10.1,1,670.0902778,0.271511458,194.4647678,0.078794476,123.1015382,0.049879067,144.3692939,0.058496472,647.6077033,0.262401825,0.0,0.0,0.0,0.0,0.0,0.0,4.71751151,0.001911471,17.76506165,0.007198161,19.91175959,0.008067974,12.17706868,0.011412435,17.18190198
2945,6897,2676,0,44,0,0,11.8,1,1849.595512,0.268173918,702.0474414,0.101790263,454.95332419999994,0.06596394400000001,310.7039391,0.045049143,1786.62079,0.259043177,2.938209439,0.00042601300000000004,5.567242863,0.0008071980000000001,0.999999981,0.000144991,14.72095824,0.0021344000000000003,38.74831597,0.005618141,33.70619837,0.004887081,11.66144487,0.00435779,91.00262031
2946,5949,2399,0,0,1,1,23.5,1,2944.737012,0.49499697600000003,1432.903133,0.240864537,590.8264017999999,0.099315247,668.3621665000001,0.112348658,2838.048516,0.477063123,3.00000001,0.000504286,3.0000000719999997,0.000504286,1.341606764,0.000225518,20.36896737,0.003423931,78.97792983,0.013275833,43.27200601,0.007273829,83.35515621,0.034745792000000005,208.85571950000002
2947,5348,2069,0,72,0,0,16.3,1,620.9850436,0.116115378,312.31890189999996,0.058399195999999994,153.1505319,0.028636973,91.7637223,0.017158512,594.1017067,0.111088576,2.9999999639999997,0.000560957,0.479773104,8.97108e-05,0.0,0.0,9.812674614,0.001834831,13.59088787,0.002541303,3.340147177,0.00062456,2.120611282,0.001024945,32.15911677
2948,6019,2442,0,0,0,0,5.4,0,23.12175041,0.00384146,6.335182201,0.001052531,4.473778575,0.0007432760000000001,5.015960342,0.0008333539999999999,21.37437278,0.00355115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.747376564,0.00029031,0.0,0.0,0.161805174,6.62593e-05,0.8342289279999999
2949,4061,1731,0,175,0,0,12.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2952,2499,1096,0,75,0,1,19.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2953,2010,816,0,0,0,1,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,2202,925,0,0,0,1,34.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2955,1833,667,0,89,0,1,20.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2956,2964,1169,0,56,0,1,40.6,1,572.4026166,0.193118292,294.61414360000003,0.09939748400000001,101.2927007,0.034174325,123.52816000000001,0.041676167,486.15785700000004,0.164020869,56.93972436,0.019210433,3.0880924939999996,0.001041867,0.0,0.0,1.963891529,0.0006625810000000001,24.25305201,0.008182541,18.14169278,0.006120679,7.456863,0.006378839,77.35231359
2957,2569,1095,0,80,0,0,10.8,1,1956.3788559999998,0.761533225,928.2584488,0.36133065299999995,432.99020930000006,0.168544262,374.5584811,0.145799331,1391.666941,0.541715431,527.9014767,0.20548909199999998,0.999999972,0.00038925699999999995,0.0,0.0,7.000000056,0.002724796,28.81044394,0.011214653,33.00000007,0.012845465,65.39871009,0.059724849,97.30852414
2958,2799,1167,0,95,0,1,23.6,1,1537.149105,0.549177958,819.0578182,0.292625158,303.6485953,0.10848467099999999,278.2333337,0.09940454900000001,1165.0756609999999,0.41624711,309.41485919999997,0.11054478699999999,2.267539442,0.000810125,0.0,0.0,4.883660019,0.001744787,55.50738671,0.019831149,58.23174929,0.020804483000000002,28.24638156,0.024204269,88.52596126
2959,2734,1376,0,59,0,0,18.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,5994,2955,0,11,1,0,15.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2962,4259,1651,0,0,0,0,12.2,0,239.92507129999998,0.056333663,79.94830488,0.018771614,52.58107613,0.012345874,37.46911724,0.008797633000000001,230.0318703,0.05401077,1.7626691159999999,0.00041386900000000003,0.0,0.0,0.130531867,3.0648499999999996e-05,0.0,0.0,8.00000023,0.001878375,6.392811716000001,0.0015010120000000001,2.260062965,0.001368905,12.28599462
